R_Wrist_RotX,R_Wrist_RotY,R_Wrist_RotZ,R_Wrist_RotW,R_IndexMetacarpal_PosX,R_IndexMetacarpal_PosY,R_IndexMetacarpal_PosZ,R_IndexProximal_PosX,R_IndexProximal_PosY,R_IndexProximal_PosZ,R_IndexProximal_RotX,R_IndexProximal_RotY,R_IndexProximal_RotZ,R_IndexProximal_RotW,R_IndexIntermediate_RotX,R_IndexIntermediate_RotY,R_IndexIntermediate_RotZ,R_IndexIntermediate_RotW,R_IndexDistal_RotX,R_IndexDistal_RotY,R_IndexDistal_RotZ,R_IndexDistal_RotW,R_LittleProximal_RotX,R_LittleProximal_RotY,R_LittleProximal_RotZ,R_LittleProximal_RotW,R_LittleIntermediate_RotX,R_LittleIntermediate_RotY,R_LittleIntermediate_RotZ,R_LittleIntermediate_RotW,R_LittleDistal_RotX,R_LittleDistal_RotY,R_LittleDistal_RotZ,R_LittleDistal_RotW,R_MiddleMetacarpal_PosX,R_MiddleMetacarpal_PosY,R_MiddleMetacarpal_PosZ,R_MiddleProximal_PosX,R_MiddleProximal_PosY,R_MiddleProximal_PosZ,R_MiddleProximal_RotX,R_MiddleProximal_RotY,R_MiddleProximal_RotZ,R_MiddleProximal_RotW,R_MiddleIntermediate_RotX,R_MiddleIntermediate_RotY,R_MiddleIntermediate_RotZ,R_MiddleIntermediate_RotW,R_MiddleDistal_RotX,R_MiddleDistal_RotY,R_MiddleDistal_RotZ,R_MiddleDistal_RotW,R_Palm_PosX,R_Palm_PosY,R_Palm_PosZ,R_RingProximal_RotX,R_RingProximal_RotY,R_RingProximal_RotZ,R_RingProximal_RotW,R_RingIntermediate_RotX,R_RingIntermediate_RotY,R_RingIntermediate_RotZ,R_RingIntermediate_RotW,R_RingDistal_RotX,R_RingDistal_RotY,R_RingDistal_RotZ,R_RingDistal_RotW,R_ThumbMetacarpal_PosX,R_ThumbMetacarpal_PosY,R_ThumbMetacarpal_PosZ,R_ThumbMetacarpal_RotX,R_ThumbMetacarpal_RotY,R_ThumbMetacarpal_RotZ,R_ThumbMetacarpal_RotW,R_ThumbProximal_RotX,R_ThumbProximal_RotY,R_ThumbProximal_RotZ,R_ThumbProximal_RotW,Letter
-0.278900,-0.305740,-0.871606,0.262757,-0.017806,-0.012759,0.038829,-0.006390,0.005241,0.059800,0.453860,0.039569,0.028497,0.889738,0.793741,-0.016136,-0.019821,0.607719,0.544716,0.012868,-0.016465,0.838360,0.422993,0.025250,0.069702,0.903095,0.755246,-0.001762,-0.091544,0.649015,0.588508,-0.039323,0.002618,0.807531,-0.001152,-0.009354,0.036607,-0.000621,0.006741,0.061663,0.517150,0.038688,-0.028520,0.854544,0.760710,-0.005724,-0.012193,0.648952,0.561391,-0.024059,-0.091021,0.822178,-0.001463,-0.005983,0.067439,0.496477,0.051830,-0.082633,0.862552,0.792374,-0.024738,-0.040423,0.608193,0.572581,-0.026672,-0.030673,0.818840,-0.025934,-0.022510,0.038207,-0.027721,-0.265741,0.669158,0.693427,0.202642,0.051866,-0.081917,0.974441,A
-0.268987,-0.306366,-0.879785,0.244467,-0.017785,-0.012776,0.038837,-0.006412,0.005259,0.059793,0.459751,0.040221,0.028167,0.886689,0.793639,-0.016133,-0.019824,0.607852,0.544294,0.012882,-0.016467,0.838634,0.421945,0.025142,0.069783,0.903582,0.755438,-0.001779,-0.091552,0.648790,0.589121,-0.039301,0.002620,0.807084,-0.001131,-0.009362,0.036615,-0.000642,0.006750,0.061655,0.517768,0.038623,-0.028522,0.854173,0.761076,-0.005730,-0.012191,0.648523,0.561741,-0.024075,-0.091045,0.821936,-0.001452,-0.005988,0.067443,0.496320,0.051783,-0.082594,0.862649,0.792238,-0.024733,-0.040426,0.608369,0.572614,-0.026671,-0.030675,0.818817,-0.025891,-0.022546,0.038222,-0.013148,-0.280140,0.671585,0.685801,0.203118,0.051819,-0.081910,0.974345,A
-0.248316,-0.307642,-0.891301,0.221986,-0.017777,-0.012783,0.038840,-0.006419,0.005266,0.059790,0.472309,0.040502,0.027945,0.880059,0.793313,-0.016121,-0.019833,0.608277,0.542795,0.012932,-0.016476,0.839604,0.421034,0.025224,0.069775,0.904005,0.755891,-0.001819,-0.091571,0.648259,0.589817,-0.039275,0.002622,0.806577,-0.001123,-0.009366,0.036618,-0.000650,0.006753,0.061653,0.524299,0.038174,-0.028665,0.850195,0.760725,-0.005725,-0.012193,0.648935,0.561512,-0.024065,-0.091029,0.822094,-0.001448,-0.005989,0.067444,0.497101,0.051584,-0.082572,0.862213,0.792044,-0.024726,-0.040429,0.608621,0.572620,-0.026671,-0.030675,0.818813,-0.025876,-0.022559,0.038227,-0.012474,-0.280461,0.671879,0.685394,0.202949,0.051836,-0.081913,0.974379,A
-0.246503,-0.310197,-0.890118,0.225177,-0.017784,-0.012777,0.038837,-0.006413,0.005260,0.059792,0.484825,0.040292,0.027948,0.873236,0.792978,-0.016109,-0.019843,0.608714,0.536401,0.013144,-0.016512,0.843699,0.415580,0.024341,0.070336,0.906506,0.758729,-0.002071,-0.091691,0.644918,0.590641,-0.039245,0.002624,0.805975,-0.001130,-0.009363,0.036616,-0.000644,0.006750,0.061655,0.530122,0.037935,-0.028882,0.846580,0.760413,-0.005719,-0.012196,0.649300,0.561321,-0.024056,-0.091016,0.822227,-0.001451,-0.005988,0.067443,0.497702,0.051208,-0.082442,0.861901,0.792132,-0.024729,-0.040428,0.608507,0.572565,-0.026672,-0.030673,0.818851,-0.025889,-0.022548,0.038223,-0.015018,-0.278096,0.671410,0.686765,0.202814,0.051849,-0.081915,0.974407,A
-0.245325,-0.314041,-0.888140,0.228914,-0.017786,-0.012776,0.038837,-0.006411,0.005258,0.059793,0.487613,0.039950,0.028094,0.871693,0.791966,-0.016074,-0.019872,0.610030,0.532368,0.013277,-0.016534,0.846248,0.411121,0.023755,0.070731,0.908522,0.763094,-0.002462,-0.091872,0.639719,0.591527,-0.039213,0.002627,0.805327,-0.001132,-0.009362,0.036615,-0.000641,0.006749,0.061656,0.531020,0.037541,-0.028713,0.846040,0.759881,-0.005711,-0.012199,0.649923,0.561218,-0.024052,-0.091009,0.822298,-0.001453,-0.005988,0.067443,0.498201,0.051073,-0.082424,0.861623,0.792257,-0.024733,-0.040426,0.608345,0.572690,-0.026670,-0.030678,0.818763,-0.025893,-0.022544,0.038221,-0.016919,-0.276198,0.671123,0.687767,0.202338,0.051896,-0.081922,0.974502,A
-0.243253,-0.317860,-0.886633,0.231679,-0.017751,-0.012805,0.038849,-0.006446,0.005287,0.059781,0.490120,0.039335,0.028379,0.870304,0.789457,-0.015985,-0.019942,0.613273,0.529041,0.013386,-0.016552,0.848329,0.401254,0.022736,0.071472,0.912891,0.766185,-0.002740,-0.091999,0.635994,0.593202,-0.039151,0.002632,0.804097,-0.001097,-0.009377,0.036627,-0.000676,0.006764,0.061643,0.531765,0.037094,-0.028503,0.845599,0.759085,-0.005698,-0.012204,0.650852,0.561010,-0.024043,-0.090995,0.822442,-0.001435,-0.005995,0.067449,0.498408,0.050940,-0.082377,0.861515,0.792426,-0.024740,-0.040422,0.608124,0.573024,-0.026665,-0.030693,0.818530,-0.025823,-0.022602,0.038246,-0.017066,-0.274240,0.672121,0.687571,0.201940,0.051935,-0.081928,0.974583,A
-0.241184,-0.319824,-0.886369,0.232149,-0.017629,-0.012903,0.038891,-0.006567,0.005386,0.059739,0.490685,0.038539,0.028769,0.870009,0.786389,-0.015878,-0.020028,0.617203,0.526246,0.013477,-0.016567,0.850064,0.390696,0.021789,0.072193,0.917426,0.768628,-0.002961,-0.092098,0.633025,0.595773,-0.039056,0.002639,0.802198,-0.000975,-0.009426,0.036669,-0.000798,0.006813,0.061601,0.532141,0.036697,-0.028299,0.845387,0.757286,-0.005668,-0.012216,0.652945,0.560730,-0.024030,-0.090976,0.822635,-0.001374,-0.006019,0.067470,0.498223,0.050840,-0.082307,0.861635,0.792611,-0.024747,-0.040419,0.607883,0.573516,-0.026657,-0.030714,0.818184,-0.025580,-0.022800,0.038330,-0.014054,-0.271264,0.675955,0.685058,0.201743,0.051954,-0.081931,0.974622,A
-0.234532,-0.320778,-0.887813,0.232131,-0.017636,-0.012898,0.038889,-0.006561,0.005381,0.059741,0.491085,0.032786,0.031613,0.869920,0.783852,-0.015789,-0.020098,0.620422,0.525332,0.013507,-0.016572,0.850629,0.390311,0.021280,0.072413,0.917584,0.771513,-0.003224,-0.092214,0.629487,0.597797,-0.038980,0.002645,0.800695,-0.000981,-0.009423,0.036667,-0.000792,0.006811,0.061603,0.533057,0.035622,-0.027738,0.844874,0.756637,-0.005658,-0.012221,0.653697,0.560542,-0.024022,-0.090963,0.822764,-0.001377,-0.006018,0.067469,0.498317,0.050507,-0.082146,0.861616,0.792795,-0.024754,-0.040416,0.607642,0.573858,-0.026652,-0.030729,0.817944,-0.025592,-0.022790,0.038326,-0.019041,-0.266331,0.675201,0.687611,0.201326,0.051995,-0.081937,0.974706,A
-0.229667,-0.324120,-0.887691,0.232819,-0.017644,-0.012892,0.038886,-0.006553,0.005375,0.059744,0.491880,0.032148,0.031931,0.869483,0.783280,-0.015769,-0.020114,0.621143,0.524518,0.013533,-0.016576,0.851131,0.389470,0.020412,0.072791,0.917931,0.774783,-0.003523,-0.092344,0.625437,0.600314,-0.038886,0.002653,0.798814,-0.000990,-0.009420,0.036664,-0.000783,0.006807,0.061606,0.533831,0.034785,-0.027303,0.844434,0.756119,-0.005649,-0.012224,0.654295,0.560568,-0.024023,-0.090965,0.822746,-0.001382,-0.006017,0.067467,0.498223,0.050133,-0.081945,0.861711,0.793317,-0.024773,-0.040406,0.606961,0.574659,-0.026639,-0.030764,0.817380,-0.025609,-0.022777,0.038320,-0.026955,-0.258396,0.673959,0.691581,0.201033,0.052024,-0.081941,0.974764,A
-0.231578,-0.336669,-0.879336,0.244530,-0.017639,-0.012896,0.038888,-0.006558,0.005379,0.059742,0.496380,0.031352,0.032347,0.866936,0.782140,-0.015729,-0.020145,0.622578,0.521907,0.013618,-0.016590,0.852732,0.389292,0.016372,0.074434,0.917956,0.775323,-0.003572,-0.092365,0.624765,0.600947,-0.038862,0.002654,0.798340,-0.000985,-0.009422,0.036666,-0.000788,0.006809,0.061604,0.534559,0.034016,-0.026903,0.844017,0.755409,-0.005638,-0.012229,0.655116,0.560316,-0.024012,-0.090948,0.822921,-0.001379,-0.006017,0.067468,0.498258,0.048996,-0.081366,0.861811,0.793475,-0.024779,-0.040403,0.606754,0.575048,-0.026633,-0.030781,0.817107,-0.025599,-0.022784,0.038323,-0.031199,-0.253663,0.673519,0.693581,0.201111,0.052016,-0.081940,0.974748,A
-0.230606,-0.335503,-0.880151,0.244115,-0.017631,-0.012902,0.038890,-0.006566,0.005385,0.059739,0.495963,0.029291,0.033377,0.867208,0.780166,-0.015660,-0.020199,0.625051,0.520928,0.013650,-0.016595,0.853330,0.388935,0.015674,0.074725,0.918096,0.775667,-0.003604,-0.092379,0.624335,0.601582,-0.038838,0.002656,0.797862,-0.000977,-0.009425,0.036669,-0.000796,0.006812,0.061602,0.535190,0.033424,-0.026597,0.843651,0.754437,-0.005622,-0.012235,0.656234,0.559963,-0.023996,-0.090924,0.823164,-0.001375,-0.006019,0.067469,0.498230,0.048330,-0.081023,0.861897,0.793504,-0.024780,-0.040403,0.606717,0.575399,-0.026627,-0.030796,0.816859,-0.025583,-0.022797,0.038329,-0.031593,-0.252852,0.673694,0.693689,0.200998,0.052027,-0.081942,0.974771,A
-0.229314,-0.334347,-0.881005,0.243839,-0.017626,-0.012906,0.038892,-0.006571,0.005389,0.059737,0.495727,0.027538,0.034252,0.867366,0.777405,-0.015564,-0.020273,0.628481,0.518555,0.013726,-0.016607,0.854773,0.388383,0.015020,0.075002,0.918318,0.775739,-0.003611,-0.092382,0.624246,0.602036,-0.038821,0.002657,0.797521,-0.000972,-0.009427,0.036670,-0.000801,0.006814,0.061600,0.535747,0.032748,-0.026237,0.843335,0.753149,-0.005601,-0.012243,0.657713,0.559486,-0.023975,-0.090892,0.823492,-0.001372,-0.006020,0.067470,0.498077,0.047624,-0.080646,0.862060,0.793359,-0.024775,-0.040405,0.606906,0.575585,-0.026624,-0.030804,0.816728,-0.025573,-0.022806,0.038332,-0.033827,-0.250229,0.673524,0.694699,0.200935,0.052033,-0.081943,0.974784,A
-0.228207,-0.333705,-0.881587,0.243653,-0.017621,-0.012910,0.038894,-0.006575,0.005393,0.059736,0.495826,0.027149,0.034448,0.867314,0.775127,-0.015485,-0.020334,0.631289,0.513856,0.013877,-0.016631,0.857603,0.387555,0.014562,0.075205,0.918658,0.775522,-0.003591,-0.092373,0.624516,0.602292,-0.038811,0.002658,0.797327,-0.000967,-0.009429,0.036672,-0.000806,0.006816,0.061598,0.536071,0.032149,-0.025910,0.843163,0.752120,-0.005585,-0.012250,0.658888,0.558759,-0.023943,-0.090842,0.823992,-0.001370,-0.006021,0.067471,0.497691,0.047061,-0.080321,0.862345,0.793082,-0.024764,-0.040410,0.607268,0.575490,-0.026626,-0.030800,0.816795,-0.025564,-0.022813,0.038335,-0.036064,-0.247632,0.673329,0.695705,0.200703,0.052056,-0.081946,0.974830,A
-0.227107,-0.332991,-0.882278,0.243157,-0.017612,-0.012918,0.038897,-0.006585,0.005400,0.059733,0.495925,0.027009,0.034519,0.867259,0.773534,-0.015430,-0.020376,0.633239,0.509127,0.014029,-0.016654,0.860416,0.386633,0.014292,0.075334,0.919041,0.775283,-0.003569,-0.092364,0.624814,0.602514,-0.038803,0.002659,0.797160,-0.000957,-0.009433,0.036675,-0.000816,0.006820,0.061595,0.536157,0.031814,-0.025721,0.843126,0.751373,-0.005572,-0.012255,0.659741,0.557836,-0.023903,-0.090779,0.824626,-0.001365,-0.006023,0.067473,0.497147,0.046741,-0.080105,0.862696,0.792828,-0.024755,-0.040415,0.607601,0.575232,-0.026630,-0.030789,0.816977,-0.025544,-0.022828,0.038342,-0.036516,-0.246679,0.673542,0.695815,0.200172,0.052108,-0.081954,0.974936,A
-0.227024,-0.332893,-0.882262,0.243427,-0.017604,-0.012924,0.038900,-0.006593,0.005407,0.059730,0.495550,0.026795,0.034622,0.867475,0.772853,-0.015407,-0.020394,0.634070,0.508304,0.014055,-0.016658,0.860902,0.384106,0.013547,0.075688,0.920082,0.775207,-0.003562,-0.092361,0.624908,0.602939,-0.038787,0.002660,0.796839,-0.000950,-0.009436,0.036678,-0.000824,0.006823,0.061593,0.536073,0.031248,-0.025391,0.843211,0.750721,-0.005562,-0.012259,0.660482,0.556928,-0.023863,-0.090717,0.825247,-0.001361,-0.006025,0.067474,0.496220,0.046271,-0.079778,0.863285,0.792803,-0.024754,-0.040415,0.607632,0.575316,-0.026628,-0.030793,0.816917,-0.025529,-0.022841,0.038347,-0.037710,-0.245030,0.673589,0.696288,0.199428,0.052180,-0.081965,0.975083,A
-0.237347,-0.340408,-0.873417,0.254819,-0.017429,-0.013061,0.038957,-0.006767,0.005543,0.059672,0.494158,0.026629,0.034689,0.868272,0.769996,-0.015308,-0.020469,0.637537,0.507858,0.014069,-0.016660,0.861165,0.382579,0.013003,0.075936,0.920705,0.775123,-0.003554,-0.092357,0.625013,0.603131,-0.038779,0.002661,0.796694,-0.000775,-0.009505,0.036735,-0.000998,0.006892,0.061535,0.535153,0.030892,-0.025139,0.843816,0.750006,-0.005550,-0.012263,0.661294,0.556452,-0.023842,-0.090685,0.825572,-0.001274,-0.006059,0.067503,0.491252,0.046444,-0.079399,0.866147,0.792606,-0.024746,-0.040419,0.607890,0.575458,-0.026626,-0.030799,0.816817,-0.025180,-0.023114,0.038462,-0.035780,-0.238757,0.678839,0.693464,0.199959,0.052129,-0.081957,0.974978,A
-0.244101,-0.345104,-0.867091,0.263573,-0.017345,-0.013125,0.038984,-0.006852,0.005608,0.059645,0.488313,0.026415,0.034726,0.871577,0.768462,-0.015255,-0.020509,0.639385,0.507616,0.014077,-0.016661,0.861307,0.380741,0.012414,0.076208,0.921453,0.775230,-0.003564,-0.092362,0.624880,0.603662,-0.038759,0.002662,0.796293,-0.000691,-0.009537,0.036762,-0.001083,0.006924,0.061508,0.533737,0.030693,-0.024954,0.844725,0.749453,-0.005541,-0.012267,0.661921,0.556210,-0.023831,-0.090668,0.825737,-0.001232,-0.006075,0.067516,0.488218,0.046425,-0.079107,0.867888,0.792478,-0.024742,-0.040422,0.608057,0.575748,-0.026621,-0.030812,0.816613,-0.025011,-0.023243,0.038516,-0.034606,-0.236036,0.681391,0.691951,0.200360,0.052089,-0.081951,0.974898,A
