Letter,TimeStamp,BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
A,6.0000,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.0000,R_ThumbDistal,0.000000,0.000000,0.033390,-0.049519,-0.064324,0.083344,0.993209
A,6.0000,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_Wrist,0.024324,1.455788,0.569530,-0.471660,-0.277809,-0.212498,0.809447
A,6.0667,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028368,0.999328
A,6.0667,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.0667,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.0667,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.0667,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.0667,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.0667,R_LittleDistal,0.000000,0.000000,0.020069,0.050806,-0.049067,0.000902,0.997502
A,6.0667,R_LittleTip,-0.000244,0.001202,0.021661,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_MiddleProximal,0.002775,0.004014,0.061662,0.019328,0.075637,-0.006953,0.996924
A,6.0667,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.0667,R_MiddleDistal,0.000000,0.000000,0.027221,-0.001329,0.000611,-0.043495,0.999053
A,6.0667,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_Palm,-0.003093,-0.004520,0.063676,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_RingMetacarpal,0.014814,-0.005944,0.034361,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.0667,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.0667,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.0667,R_RingTip,0.000255,0.001589,0.024036,0.000000,0.000000,0.000000,1.000000
A,6.0667,R_ThumbMetacarpal,-0.031685,-0.011773,0.032022,-0.106299,-0.470108,0.517716,0.706874
A,6.0667,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.0667,R_ThumbDistal,0.000000,0.000000,0.033390,-0.049519,-0.064324,0.083344,0.993209
A,6.0667,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_Wrist,0.024324,1.455788,0.569530,-0.471660,-0.277809,-0.212498,0.809447
A,6.1333,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028369,0.999328
A,6.1333,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.1333,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.1333,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.1333,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.1333,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.1333,R_LittleDistal,0.000000,0.000000,0.020069,0.050806,-0.049067,0.000902,0.997502
A,6.1333,R_LittleTip,-0.000244,0.001202,0.021661,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_MiddleProximal,0.002775,0.004014,0.061662,0.019328,0.075637,-0.006953,0.996924
A,6.1333,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.1333,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.1333,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_Palm,-0.003093,-0.004520,0.063676,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_RingMetacarpal,0.014814,-0.005944,0.034361,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.1333,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.1333,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.1333,R_RingTip,0.000255,0.001589,0.024036,0.000000,0.000000,0.000000,1.000000
A,6.1333,R_ThumbMetacarpal,-0.031685,-0.011773,0.032022,-0.106299,-0.470108,0.517716,0.706874
A,6.1333,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.1333,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.1333,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_Wrist,0.024324,1.455789,0.569531,-0.471660,-0.277809,-0.212498,0.809447
A,6.2000,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028369,0.999328
A,6.2000,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.2000,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.2000,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.2000,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.2000,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.2000,R_LittleDistal,0.000000,0.000000,0.020069,0.050806,-0.049067,0.000902,0.997502
A,6.2000,R_LittleTip,-0.000244,0.001202,0.021661,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_MiddleProximal,0.002775,0.004014,0.061662,0.019328,0.075637,-0.006953,0.996924
A,6.2000,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.2000,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.2000,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_Palm,-0.003093,-0.004520,0.063676,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_RingMetacarpal,0.014814,-0.005944,0.034361,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.2000,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.2000,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.2000,R_RingTip,0.000255,0.001589,0.024036,0.000000,0.000000,0.000000,1.000000
A,6.2000,R_ThumbMetacarpal,-0.031685,-0.011773,0.032022,-0.106299,-0.470108,0.517716,0.706874
A,6.2000,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055553,-0.082428,0.981368
A,6.2000,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.2000,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_Wrist,0.024324,1.455789,0.569532,-0.471660,-0.277809,-0.212498,0.809447
A,6.2667,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028369,0.999328
A,6.2667,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.2667,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.2667,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.2667,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.2667,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.2667,R_LittleDistal,0.000000,0.000000,0.020070,0.050806,-0.049067,0.000902,0.997502
A,6.2667,R_LittleTip,-0.000244,0.001202,0.021661,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_MiddleProximal,0.002775,0.004014,0.061662,0.019328,0.075637,-0.006953,0.996924
A,6.2667,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.2667,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.2667,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_Palm,-0.003093,-0.004520,0.063676,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_RingMetacarpal,0.014814,-0.005944,0.034361,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.2667,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.2667,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.2667,R_RingTip,0.000255,0.001589,0.024036,0.000000,0.000000,0.000000,1.000000
A,6.2667,R_ThumbMetacarpal,-0.031685,-0.011773,0.032023,-0.106299,-0.470108,0.517716,0.706874
A,6.2667,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.2667,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.2667,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_Wrist,0.024325,1.455789,0.569532,-0.471660,-0.277809,-0.212498,0.809447
A,6.3333,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028369,0.999328
A,6.3333,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.3333,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.3333,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.3333,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.3333,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.3333,R_LittleDistal,0.000000,0.000000,0.020070,0.050806,-0.049067,0.000902,0.997502
A,6.3333,R_LittleTip,-0.000244,0.001202,0.021661,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_MiddleProximal,0.002775,0.004014,0.061662,0.019328,0.075637,-0.006953,0.996924
A,6.3333,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.3333,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.3333,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_Palm,-0.003093,-0.004520,0.063677,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_RingMetacarpal,0.014814,-0.005944,0.034361,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.3333,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.3333,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.3333,R_RingTip,0.000255,0.001589,0.024037,0.000000,0.000000,0.000000,1.000000
A,6.3333,R_ThumbMetacarpal,-0.031685,-0.011773,0.032023,-0.106299,-0.470108,0.517716,0.706874
A,6.3333,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055553,-0.082428,0.981368
A,6.3333,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.3333,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_Wrist,0.024325,1.455790,0.569533,-0.471660,-0.277809,-0.212498,0.809447
A,6.4000,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028369,0.999328
A,6.4000,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.4000,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.4000,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.4000,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.4000,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.4000,R_LittleDistal,0.000000,0.000000,0.020070,0.050806,-0.049067,0.000902,0.997502
A,6.4000,R_LittleTip,-0.000244,0.001202,0.021661,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_MiddleProximal,0.002775,0.004014,0.061663,0.019328,0.075637,-0.006953,0.996924
A,6.4000,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.4000,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.4000,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_Palm,-0.003093,-0.004520,0.063677,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_RingMetacarpal,0.014814,-0.005944,0.034361,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.4000,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985051
A,6.4000,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.4000,R_RingTip,0.000255,0.001589,0.024037,0.000000,0.000000,0.000000,1.000000
A,6.4000,R_ThumbMetacarpal,-0.031685,-0.011773,0.032023,-0.106299,-0.470108,0.517716,0.706874
A,6.4000,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.4000,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.4000,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_Wrist,0.024325,1.455790,0.569533,-0.471660,-0.277809,-0.212498,0.809447
A,6.4667,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028369,0.999328
A,6.4667,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.4667,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.4667,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.4667,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.4667,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.4667,R_LittleDistal,0.000000,0.000000,0.020070,0.050806,-0.049067,0.000902,0.997502
A,6.4667,R_LittleTip,-0.000244,0.001202,0.021661,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_MiddleProximal,0.002775,0.004014,0.061663,0.019328,0.075637,-0.006953,0.996924
A,6.4667,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144011,0.002692,-0.012051,0.989499
A,6.4667,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.4667,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_Palm,-0.003093,-0.004520,0.063677,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_RingMetacarpal,0.014814,-0.005944,0.034362,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.4667,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.4667,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.4667,R_RingTip,0.000255,0.001589,0.024037,0.000000,0.000000,0.000000,1.000000
A,6.4667,R_ThumbMetacarpal,-0.031685,-0.011773,0.032023,-0.106299,-0.470108,0.517716,0.706874
A,6.4667,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.4667,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.4667,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_Wrist,0.024325,1.455790,0.569534,-0.471660,-0.277809,-0.212498,0.809447
A,6.5333,R_IndexMetacarpal,-0.020496,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_IndexProximal,-0.002774,0.000103,0.059872,-0.023183,-0.001154,0.028369,0.999328
A,6.5333,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.5333,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.5333,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.5333,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.5333,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.5333,R_LittleDistal,0.000000,0.000000,0.020070,0.050806,-0.049067,0.000902,0.997502
A,6.5333,R_LittleTip,-0.000244,0.001202,0.021662,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_MiddleProximal,0.002775,0.004014,0.061663,0.019328,0.075637,-0.006953,0.996924
A,6.5333,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.5333,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.5333,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_Palm,-0.003093,-0.004520,0.063677,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_RingMetacarpal,0.014814,-0.005944,0.034362,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_RingProximal,0.002443,-0.000507,0.053276,-0.034654,0.106710,-0.045171,0.992659
A,6.5333,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.5333,R_RingDistal,0.000000,0.000000,0.026257,0.069815,-0.029557,-0.007917,0.997091
A,6.5333,R_RingTip,0.000255,0.001589,0.024037,0.000000,0.000000,0.000000,1.000000
A,6.5333,R_ThumbMetacarpal,-0.031685,-0.011773,0.032023,-0.106299,-0.470108,0.517716,0.706874
A,6.5333,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.5333,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.5333,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_Wrist,0.024325,1.455791,0.569535,-0.471660,-0.277809,-0.212498,0.809447
A,6.6000,R_IndexMetacarpal,-0.020497,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_IndexProximal,-0.002774,0.000103,0.059871,-0.023183,-0.001154,0.028368,0.999328
A,6.6000,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.6000,R_IndexDistal,0.000000,0.000000,0.024014,0.020364,0.025691,-0.016548,0.999326
A,6.6000,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.6000,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.6000,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.6000,R_LittleDistal,0.000000,0.000000,0.020070,0.050806,-0.049067,0.000902,0.997502
A,6.6000,R_LittleTip,-0.000244,0.001202,0.021662,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_MiddleProximal,0.002775,0.004014,0.061663,0.019328,0.075637,-0.006953,0.996924
A,6.6000,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.6000,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.6000,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_Palm,-0.003093,-0.004520,0.063677,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_RingMetacarpal,0.014814,-0.005944,0.034362,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_RingProximal,0.002443,-0.000507,0.053277,-0.034654,0.106710,-0.045171,0.992659
A,6.6000,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985052
A,6.6000,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.6000,R_RingTip,0.000255,0.001589,0.024037,0.000000,0.000000,0.000000,1.000000
A,6.6000,R_ThumbMetacarpal,-0.031685,-0.011773,0.032023,-0.106299,-0.470108,0.517716,0.706874
A,6.6000,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055554,-0.082428,0.981368
A,6.6000,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
A,6.6000,R_ThumbTip,0.000662,0.001015,0.024298,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_Wrist,0.024325,1.455791,0.569535,-0.471660,-0.277809,-0.212498,0.809447
A,6.6667,R_IndexMetacarpal,-0.020497,-0.007333,0.034982,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_IndexProximal,-0.002774,0.000103,0.059872,-0.023183,-0.001154,0.028369,0.999328
A,6.6667,R_IndexIntermediate,0.000000,0.000000,0.037476,0.148891,0.003273,-0.026319,0.988498
A,6.6667,R_IndexDistal,0.000000,0.000000,0.024015,0.020364,0.025691,-0.016548,0.999326
A,6.6667,R_IndexTip,0.000292,0.001013,0.022097,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_LittleMetacarpal,0.022725,-0.009308,0.033668,0.018312,0.140343,-0.207036,0.968042
A,6.6667,R_LittleProximal,-0.000002,-0.000001,0.045107,-0.107869,0.027957,0.101423,0.988583
A,6.6667,R_LittleIntermediate,0.000000,0.000000,0.030355,0.233501,0.032152,-0.058195,0.970081
A,6.6667,R_LittleDistal,0.000000,0.000000,0.020070,0.050806,-0.049067,0.000902,0.997502
A,6.6667,R_LittleTip,-0.000244,0.001202,0.021662,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_MiddleMetacarpal,-0.004480,-0.006527,0.032845,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_MiddleProximal,0.002775,0.004014,0.061663,0.019328,0.075637,-0.006953,0.996924
A,6.6667,R_MiddleIntermediate,0.000000,0.000000,0.042416,0.144012,0.002692,-0.012051,0.989499
A,6.6667,R_MiddleDistal,0.000000,0.000000,0.027222,-0.001329,0.000611,-0.043495,0.999053
A,6.6667,R_MiddleTip,0.000305,0.001124,0.024668,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_Palm,-0.003093,-0.004520,0.063677,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_RingMetacarpal,0.014814,-0.005944,0.034362,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_RingProximal,0.002443,-0.000507,0.053277,-0.034654,0.106710,-0.045171,0.992659
A,6.6667,R_RingIntermediate,0.000000,0.000000,0.038532,0.168161,-0.002698,-0.037261,0.985051
A,6.6667,R_RingDistal,0.000000,0.000000,0.026257,0.069814,-0.029558,-0.007917,0.997091
A,6.6667,R_RingTip,0.000255,0.001589,0.024037,0.000000,0.000000,0.000000,1.000000
A,6.6667,R_ThumbMetacarpal,-0.031685,-0.011774,0.032023,-0.106299,-0.470108,0.517716,0.706874
A,6.6667,R_ThumbProximal,0.000000,0.000000,0.032126,0.164426,0.055553,-0.082428,0.981368
A,6.6667,R_ThumbDistal,0.000000,0.000000,0.033391,-0.049519,-0.064324,0.083344,0.993209
